,country,year,value
5913,Burkina Faso,2002,50100.0
5914,Burundi,2002,5030.0
5915,Cambodia,2002,109000.0
5916,Cameroon,2002,128000.0
5917,Canada,2002,909000.0
5918,Cape Verde,2002,309.0
5919,Central African Republic,2002,351000.0
5920,Chad,2002,127000.0
5921,Chile,2002,91200.0
5922,China,2002,5470000.0
5923,Colombia,2002,148000.0
5924,Comoros,2002,406.0
5925,"Congo, Dem. Rep.",2002,764000.0
5926,"Congo, Rep.",2002,24900.0
5927,Costa Rica,2002,10000.0
5928,Cote d'Ivoire,2002,28700.0
5929,Croatia,2002,28300.0
5930,Cuba,2002,48800.0
5931,Cyprus,2002,8040.0
5932,Czech Republic,2002,152000.0
5933,Denmark,2002,69400.0
5934,Djibouti,2002,2020.0
5935,Dominica,2002,159.0
5936,Dominican Republic,2002,29300.0
5937,Ecuador,2002,42600.0
5938,Egypt,2002,203000.0
5939,El Salvador,2002,11200.0
5940,Equatorial Guinea,2002,0.0
5941,Eritrea,2002,4460.0
5942,Estonia,2002,23000.0
5943,Eswatini,2002,2760.0
5944,Ethiopia,2002,187000.0
5945,Fiji,2002,1810.0
5946,Finland,2002,84000.0
5947,France,2002,558000.0
5948,Gabon,2002,12700.0
5949,Gambia,2002,3410.0
5950,Georgia,2002,20600.0
5951,Germany,2002,1010000.0
5952,Ghana,2002,92900.0
5953,Greece,2002,115000.0
5954,Grenada,2002,480.0
5955,Guatemala,2002,31400.0
5956,Guinea,2002,102000.0
5957,Guinea-Bissau,2002,5930.0
5958,Guyana,2002,5090.0
5959,Haiti,2002,7620.0
5960,Honduras,2002,14900.0
5961,Hungary,2002,74600.0
5962,Iceland,2002,3960.0
5963,India,2002,1920000.0
5964,Indonesia,2002,1720000.0
5965,Iran,2002,483000.0
5966,Iraq,2002,129000.0
5967,Ireland,2002,69100.0
5968,Israel,2002,69500.0
5969,Italy,2002,551000.0
5970,Jamaica,2002,12400.0
5971,Japan,2002,1420000.0
5972,Jordan,2002,18800.0
5973,Kazakhstan,2002,286000.0
5974,Kenya,2002,43800.0
5975,Kiribati,2002,44.8
5976,Kuwait,2002,62800.0
5977,Kyrgyz Republic,2002,10400.0
5978,Lao,2002,34800.0
5979,Latvia,2002,13700.0
5980,Lebanon,2002,18000.0
5981,Lesotho,2002,2940.0
5982,Liberia,2002,2050.0
5983,Libya,2002,63300.0
5984,Lithuania,2002,22000.0
5985,Luxembourg,2002,11600.0
5986,Madagascar,2002,84600.0
5987,Malawi,2002,14300.0
5988,Malaysia,2002,200000.0
5989,Maldives,2002,0.0
5990,Mali,2002,79800.0
5991,Malta,2002,2550.0
5992,Marshall Islands,2002,0.0
5993,Mauritania,2002,10000.0
5994,Mauritius,2002,0.0
5995,Mexico,2002,568000.0
5996,"Micronesia, Fed. Sts.",2002,0.0
5997,Moldova,2002,11300.0
5998,Mongolia,2002,50500.0
5999,Morocco,2002,53900.0
6000,Mozambique,2002,249000.0
6001,Myanmar,2002,226000.0
6002,Namibia,2002,29500.0
6003,Nepal,2002,28900.0
6004,Netherlands,2002,218000.0
6005,New Zealand,2002,77300.0
6006,Nicaragua,2002,14700.0
6007,Niger,2002,9330.0
6008,Nigeria,2002,295000.0
6009,North Korea,2002,96000.0
6010,North Macedonia,2002,0.0
6011,Norway,2002,69700.0
6012,Oman,2002,43300.0
6013,Pakistan,2002,257000.0
6014,Panama,2002,10500.0
6015,Papua New Guinea,2002,84400.0
6016,Paraguay,2002,83000.0
6017,Peru,2002,51000.0
6018,Philippines,2002,138000.0
6019,Poland,2002,376000.0
6020,Portugal,2002,88300.0
6021,Qatar,2002,47000.0
6022,Romania,2002,135000.0
6023,Russia,2002,2980000.0
6024,Rwanda,2002,4810.0
6025,Samoa,2002,315.0
6026,Sao Tome and Principe,2002,191.0
6027,Saudi Arabia,2002,336000.0
6028,Senegal,2002,55000.0
6029,Seychelles,2002,681.0
6030,Sierra Leone,2002,22500.0
6031,Singapore,2002,0.0
6032,Slovak Republic,2002,49600.0
6033,Slovenia,2002,22300.0
6034,Solomon Islands,2002,4330.0
6035,Somalia,2002,20900.0
6036,South Africa,2002,434000.0
6037,South Korea,2002,535000.0
6038,Spain,2002,397000.0
6039,Sri Lanka,2002,23500.0
6040,St. Kitts and Nevis,2002,0.0
6041,St. Lucia,2002,412.0
6042,St. Vincent and the Grenadines,2002,234.0
6043,Sudan,2002,517000.0
6044,Suriname,2002,3140.0
6045,Sweden,2002,78900.0
6046,Switzerland,2002,53000.0
6047,Syria,2002,66200.0
6048,Tajikistan,2002,10300.0
6049,Tanzania,2002,184000.0
6050,Thailand,2002,322000.0
6051,Timor-Leste,2002,804.0
6052,Togo,2002,21000.0
6053,Tonga,2002,150.0
6054,Trinidad and Tobago,2002,0.0
6055,Tunisia,2002,31600.0
6056,Turkey,2002,310000.0
6057,Turkmenistan,2002,70800.0
6058,Tuvalu,2002,5.03
6059,Uganda,2002,59800.0
6060,Ukraine,2002,463000.0
6061,United Arab Emirates,2002,127000.0
6062,United Kingdom,2002,662000.0
6063,United States,2002,6980000.0
6064,Uruguay,2002,30100.0
6065,Uzbekistan,2002,176000.0
6066,Vanuatu,2002,444.0
6067,Venezuela,2002,233000.0
6068,Vietnam,2002,188000.0
6069,Yemen,2002,26600.0
6070,Zambia,2002,300000.0
6071,Zimbabwe,2002,50300.0
6072,Afghanistan,2003,14700.0
6073,Albania,2003,7830.0
6074,Algeria,2003,140000.0
6075,Angola,2003,35900.0
6076,Antigua and Barbuda,2003,419.0
6077,Argentina,2003,345000.0
6078,Armenia,2003,6970.0
6079,Australia,2003,1020000.0
6080,Austria,2003,92700.0
6081,Azerbaijan,2003,44100.0
6082,Bahamas,2003,3560.0
6083,Bahrain,2003,20500.0
6084,Bangladesh,2003,146000.0
6085,Barbados,2003,0.0
6086,Belarus,2003,82000.0
6087,Belgium,2003,144000.0
6088,Belize,2003,3600.0
6089,Benin,2003,36900.0
6090,Bhutan,2003,1470.0
6091,Bolivia,2003,125000.0
6092,Bosnia and Herzegovina,2003,18600.0
6093,Botswana,2003,17500.0
6094,Brazil,2003,1620000.0
6095,Brunei,2003,10800.0
6096,Bulgaria,2003,70000.0
6097,Burkina Faso,2003,43700.0
6098,Burundi,2003,5260.0
6099,Cambodia,2003,106000.0
6100,Cameroon,2003,167000.0
6101,Canada,2003,951000.0
6102,Cape Verde,2003,317.0
6103,Central African Republic,2003,533000.0
6104,Chad,2003,132000.0
6105,Chile,2003,94200.0
6106,China,2003,6230000.0
6107,Colombia,2003,163000.0
6108,Comoros,2003,387.0
6109,"Congo, Dem. Rep.",2003,748000.0
6110,"Congo, Rep.",2003,34900.0
6111,Costa Rica,2003,10400.0
6112,Cote d'Ivoire,2003,22400.0
6113,Croatia,2003,30000.0
6114,Cuba,2003,48500.0
6115,Cyprus,2003,8900.0
6116,Czech Republic,2003,158000.0
6117,Denmark,2003,75000.0
6118,Djibouti,2003,2090.0
6119,Dominica,2003,163.0
6120,Dominican Republic,2003,28400.0
6121,Ecuador,2003,44100.0
6122,Egypt,2003,212000.0
6123,El Salvador,2003,11300.0
6124,Equatorial Guinea,2003,0.0
6125,Eritrea,2003,4480.0
6126,Estonia,2003,19400.0
6127,Eswatini,2003,2630.0
6128,Ethiopia,2003,172000.0
6129,Fiji,2003,1930.0
6130,Finland,2003,95000.0
6131,France,2003,565000.0
6132,Gabon,2003,14700.0
6133,Gambia,2003,2440.0
6134,Georgia,2003,9650.0
6135,Germany,2003,1020000.0
6136,Ghana,2003,108000.0
6137,Greece,2003,119000.0
6138,Grenada,2003,473.0
6139,Guatemala,2003,55200.0
6140,Guinea,2003,75100.0
6141,Guinea-Bissau,2003,10900.0
6142,Guyana,2003,5790.0
6143,Haiti,2003,7600.0
6144,Honduras,2003,22800.0
6145,Hungary,2003,77000.0
6146,Iceland,2003,3940.0
6147,India,2003,1980000.0
6148,Indonesia,2003,889000.0
6149,Iran,2003,516000.0
6150,Iraq,2003,108000.0
6151,Ireland,2003,68900.0
6152,Israel,2003,71500.0
6153,Italy,2003,565000.0
6154,Jamaica,2003,13000.0
6155,Japan,2003,1430000.0
6156,Jordan,2003,18700.0
6157,Kazakhstan,2003,257000.0
6158,Kenya,2003,46300.0
6159,Kiribati,2003,44.6
6160,Kuwait,2003,74300.0
6161,Kyrgyz Republic,2003,11000.0
6162,Lao,2003,20400.0
6163,Latvia,2003,12800.0
6164,Lebanon,2003,20300.0
6165,Lesotho,2003,4650.0
6166,Liberia,2003,2060.0
6167,Libya,2003,68200.0
6168,Lithuania,2003,21800.0
6169,Luxembourg,2003,12000.0
6170,Madagascar,2003,164000.0
6171,Malawi,2003,20300.0
6172,Malaysia,2003,195000.0
6173,Maldives,2003,0.0
6174,Mali,2003,67300.0
6175,Malta,2003,2960.0
6176,Marshall Islands,2003,0.0
6177,Mauritania,2003,10300.0
6178,Mauritius,2003,0.0
6179,Mexico,2003,602000.0
6180,"Micronesia, Fed. Sts.",2003,0.0
6181,Moldova,2003,12000.0
6182,Mongolia,2003,39200.0
6183,Morocco,2003,54300.0
6184,Mozambique,2003,355000.0
6185,Myanmar,2003,187000.0
6186,Namibia,2003,28600.0
6187,Nepal,2003,29800.0
6188,Netherlands,2003,221000.0
6189,New Zealand,2003,80300.0
6190,Nicaragua,2003,17000.0
6191,Niger,2003,9570.0
6192,Nigeria,2003,315000.0
6193,North Korea,2003,98100.0
6194,North Macedonia,2003,0.0
6195,Norway,2003,73200.0
6196,Oman,2003,46500.0
6197,Pakistan,2003,272000.0
6198,Panama,2003,10900.0
6199,Papua New Guinea,2003,10200.0
6200,Paraguay,2003,83800.0
6201,Peru,2003,53100.0
6202,Philippines,2003,140000.0
6203,Poland,2003,388000.0
6204,Portugal,2003,89900.0
6205,Qatar,2003,51800.0
6206,Romania,2003,141000.0
6207,Russia,2003,3540000.0
6208,Rwanda,2003,4790.0
6209,Samoa,2003,314.0
6210,Sao Tome and Principe,2003,210.0
6211,Saudi Arabia,2003,355000.0
6212,Senegal,2003,34600.0
6213,Seychelles,2003,697.0
6214,Sierra Leone,2003,20900.0
6215,Singapore,2003,43200.0
6216,Slovak Republic,2003,49300.0
6217,Slovenia,2003,21900.0
6218,Solomon Islands,2003,4400.0
6219,Somalia,2003,21500.0
6220,South Africa,2003,456000.0
6221,South Korea,2003,546000.0
6222,Spain,2003,408000.0
6223,Sri Lanka,2003,24600.0
6224,St. Kitts and Nevis,2003,0.0
6225,St. Lucia,2003,427.0
6226,St. Vincent and the Grenadines,2003,240.0
6227,Sudan,2003,499000.0
6228,Suriname,2003,2770.0
6229,Sweden,2003,79400.0
6230,Switzerland,2003,54600.0
6231,Syria,2003,66100.0
6232,Tajikistan,2003,10800.0
6233,Tanzania,2003,260000.0
6234,Thailand,2003,324000.0
6235,Timor-Leste,2003,860.0
6236,Togo,2003,20300.0
6237,Tonga,2003,158.0
6238,Trinidad and Tobago,2003,31400.0
6239,Tunisia,2003,31500.0
6240,Turkey,2003,324000.0
6241,Turkmenistan,2003,80000.0
6242,Tuvalu,2003,5.04
6243,Uganda,2003,89600.0
6244,Ukraine,2003,484000.0
6245,United Arab Emirates,2003,134000.0
6246,United Kingdom,2003,671000.0
6247,United States,2003,6990000.0
6248,Uruguay,2003,30900.0
6249,Uzbekistan,2003,174000.0
6250,Vanuatu,2003,441.0
6251,Venezuela,2003,281000.0
6252,Vietnam,2003,190000.0
6253,Yemen,2003,29000.0
6254,Zambia,2003,356000.0
6255,Zimbabwe,2003,48200.0
6256,Afghanistan,2004,14700.0
6257,Albania,2004,7400.0
6258,Algeria,2004,140000.0
6259,Angola,2004,36900.0
6260,Antigua and Barbuda,2004,449.0
6261,Argentina,2004,370000.0
6262,Armenia,2004,7630.0
6263,Australia,2004,1140000.0
6264,Austria,2004,96300.0
6265,Azerbaijan,2004,45000.0
6266,Bahamas,2004,3730.0
6267,Bahrain,2004,21500.0
6268,Bangladesh,2004,147000.0
6269,Barbados,2004,0.0
6270,Belarus,2004,85600.0
6271,Belgium,2004,141000.0
6272,Belize,2004,1150.0
6273,Benin,2004,31700.0
6274,Bhutan,2004,1620.0
6275,Bolivia,2004,253000.0
6276,Bosnia and Herzegovina,2004,20000.0
6277,Botswana,2004,23900.0
6278,Brazil,2004,1970000.0
6279,Brunei,2004,10300.0
6280,Bulgaria,2004,68900.0
6281,Burkina Faso,2004,43300.0
6282,Burundi,2004,5370.0
6283,Cambodia,2004,178000.0
6284,Cameroon,2004,97600.0
6285,Canada,2004,1040000.0
6286,Cape Verde,2004,336.0
6287,Central African Republic,2004,345000.0
6288,Chad,2004,125000.0
6289,Chile,2004,99900.0
6290,China,2004,7120000.0
6291,Colombia,2004,175000.0
6292,Comoros,2004,390.0
6293,"Congo, Dem. Rep.",2004,816000.0
6294,"Congo, Rep.",2004,34300.0
6295,Costa Rica,2004,10600.0
6296,Cote d'Ivoire,2004,22900.0
6297,Croatia,2004,29700.0
6298,Cuba,2004,48600.0
6299,Cyprus,2004,8730.0
6300,Czech Republic,2004,152000.0
6301,Denmark,2004,68900.0
6302,Djibouti,2004,2120.0
6303,Dominica,2004,175.0
6304,Dominican Republic,2004,28500.0
6305,Ecuador,2004,45900.0
6306,Egypt,2004,223000.0
6307,El Salvador,2004,11600.0
6308,Equatorial Guinea,2004,5550.0
6309,Eritrea,2004,4530.0
6310,Estonia,2004,20000.0
6311,Eswatini,2004,3060.0
6312,Ethiopia,2004,175000.0
6313,Fiji,2004,1810.0
6314,Finland,2004,88600.0
6315,France,2004,561000.0
6316,Gabon,2004,15100.0
6317,Gambia,2004,3120.0
6318,Georgia,2004,10200.0
6319,Germany,2004,1020000.0
6320,Ghana,2004,71100.0
6321,Greece,2004,118000.0
6322,Grenada,2004,501.0
6323,Guatemala,2004,24400.0
6324,Guinea,2004,76300.0
6325,Guinea-Bissau,2004,7120.0
6326,Guyana,2004,4960.0
6327,Haiti,2004,7870.0
6328,Honduras,2004,15000.0
6329,Hungary,2004,75900.0
6330,Iceland,2004,4020.0
6331,India,2004,2090000.0
6332,Indonesia,2004,1060000.0
6333,Iran,2004,552000.0
6334,Iraq,2004,125000.0
6335,Ireland,2004,68800.0
6336,Israel,2004,70600.0
6337,Italy,2004,563000.0
6338,Jamaica,2004,13400.0
6339,Japan,2004,1430000.0
6340,Jordan,2004,20900.0
6341,Kazakhstan,2004,285000.0
6342,Kenya,2004,46500.0
6343,Kiribati,2004,46.2
6344,Kuwait,2004,82100.0
6345,Kyrgyz Republic,2004,11200.0
6346,Lao,2004,76300.0
6347,Latvia,2004,13000.0
6348,Lebanon,2004,18700.0
6349,Lesotho,2004,2340.0
6350,Liberia,2004,2310.0
6351,Libya,2004,68600.0
6352,Lithuania,2004,22500.0
6353,Luxembourg,2004,13100.0
6354,Madagascar,2004,87800.0
6355,Malawi,2004,15100.0
6356,Malaysia,2004,216000.0
6357,Maldives,2004,0.0
6358,Mali,2004,88400.0
6359,Malta,2004,3020.0
6360,Marshall Islands,2004,0.0
6361,Mauritania,2004,11000.0
6362,Mauritius,2004,0.0
6363,Mexico,2004,568000.0
6364,"Micronesia, Fed. Sts.",2004,0.0
6365,Moldova,2004,12300.0
6366,Mongolia,2004,25400.0
6367,Morocco,2004,66000.0
6368,Mozambique,2004,302000.0
6369,Myanmar,2004,380000.0
6370,Namibia,2004,34800.0
6371,Nepal,2004,30400.0
6372,Netherlands,2004,221000.0
6373,New Zealand,2004,80200.0
6374,Nicaragua,2004,14800.0
6375,Niger,2004,9190.0
6376,Nigeria,2004,288000.0
6377,North Korea,2004,101000.0
6378,North Macedonia,2004,11300.0
6379,Norway,2004,73500.0
6380,Oman,2004,46100.0
6381,Pakistan,2004,291000.0
6382,Panama,2004,10800.0
6383,Papua New Guinea,2004,19700.0
6384,Paraguay,2004,69000.0
6385,Peru,2004,56400.0
6386,Philippines,2004,143000.0
6387,Poland,2004,412000.0
6388,Portugal,2004,84900.0
6389,Qatar,2004,58800.0
6390,Romania,2004,140000.0
6391,Russia,2004,2410000.0
6392,Rwanda,2004,5640.0
6393,Samoa,2004,313.0
6394,Sao Tome and Principe,2004,170.0
6395,Saudi Arabia,2004,0.0
6396,Senegal,2004,49200.0
6397,Seychelles,2004,0.0
6398,Sierra Leone,2004,21200.0
6399,Singapore,2004,44800.0
6400,Slovak Republic,2004,48400.0
6401,Slovenia,2004,22100.0
6402,Solomon Islands,2004,4420.0
6403,Somalia,2004,21200.0
6404,South Africa,2004,473000.0
6405,South Korea,2004,562000.0
6406,Spain,2004,421000.0
6407,Sri Lanka,2004,25400.0
6408,St. Kitts and Nevis,2004,0.0
6409,St. Lucia,2004,470.0
6410,St. Vincent and the Grenadines,2004,260.0
6411,Sudan,2004,486000.0
6412,Suriname,2004,3270.0
6413,Sweden,2004,77700.0
6414,Switzerland,2004,55200.0
6415,Syria,2004,66900.0
6416,Tajikistan,2004,11900.0
6417,Tanzania,2004,221000.0
6418,Thailand,2004,380000.0
6419,Timor-Leste,2004,879.0
6420,Togo,2004,14400.0
6421,Tonga,2004,152.0
6422,Trinidad and Tobago,2004,38400.0
6423,Tunisia,2004,32500.0
6424,Turkey,2004,333000.0
6425,Turkmenistan,2004,77000.0
6426,Tuvalu,2004,5.04
6427,Uganda,2004,70100.0
6428,Ukraine,2004,457000.0
6429,United Arab Emirates,2004,140000.0
6430,United Kingdom,2004,663000.0
6431,United States,2004,7240000.0
6432,Uruguay,2004,32700.0
6433,Uzbekistan,2004,171000.0
6434,Vanuatu,2004,435.0
6435,Venezuela,2004,258000.0
6436,Vietnam,2004,229000.0
6437,Yemen,2004,29500.0
6438,Zambia,2004,369000.0
6439,Zimbabwe,2004,61700.0
6440,Afghanistan,2005,14800.0
6441,Albania,2005,8310.0
6442,Algeria,2005,146000.0
6443,Angola,2005,35900.0
6444,Antigua and Barbuda,2005,454.0
6445,Argentina,2005,358000.0
6446,Armenia,2005,8400.0
6447,Australia,2005,909000.0
6448,Austria,2005,97600.0
6449,Azerbaijan,2005,47600.0
6450,Bahamas,2005,3850.0
6451,Bahrain,2005,23400.0
6452,Bangladesh,2005,151000.0
6453,Barbados,2005,0.0
6454,Belarus,2005,90000.0
6455,Belgium,2005,137000.0
6456,Belize,2005,2020.0
6457,Benin,2005,48600.0
6458,Bhutan,2005,1620.0
6459,Bolivia,2005,309000.0
6460,Bosnia and Herzegovina,2005,20800.0
6461,Botswana,2005,24200.0
6462,Brazil,2005,2390000.0
6463,Brunei,2005,11000.0
6464,Bulgaria,2005,68500.0
6465,Burkina Faso,2005,47800.0
6466,Burundi,2005,5300.0
6467,Cambodia,2005,101000.0
6468,Cameroon,2005,161000.0
6469,Canada,2005,850000.0
6470,Cape Verde,2005,363.0
6471,Central African Republic,2005,456000.0
6472,Chad,2005,124000.0
6473,Chile,2005,102000.0
6474,China,2005,7800000.0
6475,Colombia,2005,151000.0
6476,Comoros,2005,481.0
6477,"Congo, Dem. Rep.",2005,795000.0
6478,"Congo, Rep.",2005,38900.0
6479,Costa Rica,2005,10100.0
6480,Cote d'Ivoire,2005,26300.0
6481,Croatia,2005,29900.0
6482,Cuba,2005,45800.0
6483,Cyprus,2005,8910.0
6484,Czech Republic,2005,148000.0
6485,Denmark,2005,64800.0
6486,Djibouti,2005,2160.0
6487,Dominica,2005,175.0
6488,Dominican Republic,2005,29200.0
6489,Ecuador,2005,47000.0
6490,Egypt,2005,244000.0
6491,El Salvador,2005,11500.0
6492,Equatorial Guinea,2005,5680.0
6493,Eritrea,2005,4480.0
6494,Estonia,2005,20100.0
6495,Eswatini,2005,2940.0
6496,Ethiopia,2005,200000.0
6497,Fiji,2005,1840.0
6498,Finland,2005,76200.0
6499,France,2005,557000.0
6500,Gabon,2005,14200.0
6501,Gambia,2005,3000.0
6502,Georgia,2005,11200.0
6503,Germany,2005,981000.0
6504,Ghana,2005,113000.0
6505,Greece,2005,120000.0
6506,Grenada,2005,562.0
6507,Guatemala,2005,41700.0
6508,Guinea,2005,81900.0
6509,Guinea-Bissau,2005,5580.0
6510,Guyana,2005,4920.0
6511,Haiti,2005,8060.0
6512,Honduras,2005,23200.0
6513,Hungary,2005,75500.0
6514,Iceland,2005,3980.0
6515,India,2005,2120000.0
6516,Indonesia,2005,1170000.0
6517,Iran,2005,577000.0
6518,Iraq,2005,125000.0
6519,Ireland,2005,70100.0
6520,Israel,2005,71400.0
6521,Italy,2005,564000.0
6522,Jamaica,2005,13300.0
6523,Japan,2005,1440000.0
6524,Jordan,2005,22300.0
6525,Kazakhstan,2005,292000.0
6526,Kenya,2005,48700.0
6527,Kiribati,2005,0.0
6528,Kuwait,2005,91400.0
6529,Kyrgyz Republic,2005,10900.0
6530,Lao,2005,53400.0
6531,Latvia,2005,13300.0
6532,Lebanon,2005,19400.0
6533,Lesotho,2005,3700.0
6534,Liberia,2005,2080.0
6535,Libya,2005,69900.0
6536,Lithuania,2005,23600.0
6537,Luxembourg,2005,13400.0
6538,Madagascar,2005,160000.0
6539,Malawi,2005,20500.0
6540,Malaysia,2005,247000.0
6541,Maldives,2005,0.0
6542,Mali,2005,87100.0
6543,Malta,2005,3170.0
6544,Marshall Islands,2005,0.0
6545,Mauritania,2005,11500.0
6546,Mauritius,2005,0.0
6547,Mexico,2005,641000.0
6548,"Micronesia, Fed. Sts.",2005,0.0
6549,Moldova,2005,12800.0
6550,Mongolia,2005,27700.0
6551,Morocco,2005,70000.0
6552,Mozambique,2005,350000.0
6553,Myanmar,2005,223000.0
6554,Namibia,2005,30900.0
6555,Nepal,2005,30900.0
6556,Netherlands,2005,217000.0
6557,New Zealand,2005,82100.0
6558,Nicaragua,2005,16800.0
6559,Niger,2005,10300.0
6560,Nigeria,2005,374000.0
6561,North Korea,2005,107000.0
6562,North Macedonia,2005,11600.0
6563,Norway,2005,71600.0
6564,Oman,2005,48100.0
6565,Pakistan,2005,299000.0
6566,Panama,2005,10600.0
6567,Papua New Guinea,2005,9450.0
6568,Paraguay,2005,90700.0
6569,Peru,2005,68600.0
6570,Philippines,2005,146000.0
6571,Poland,2005,412000.0
6572,Portugal,2005,102000.0
6573,Qatar,2005,61400.0
6574,Romania,2005,140000.0
6575,Russia,2005,2530000.0
6576,Rwanda,2005,4960.0
6577,Samoa,2005,307.0
6578,Sao Tome and Principe,2005,177.0
6579,Saudi Arabia,2005,0.0
6580,Senegal,2005,50300.0
6581,Seychelles,2005,0.0
6582,Sierra Leone,2005,14900.0
6583,Singapore,2005,47600.0
6584,Slovak Republic,2005,49000.0
6585,Slovenia,2005,22400.0
6586,Solomon Islands,2005,4320.0
6587,Somalia,2005,21200.0
6588,South Africa,2005,498000.0
6589,South Korea,2005,561000.0
6590,Spain,2005,437000.0
6591,Sri Lanka,2005,27200.0
6592,St. Kitts and Nevis,2005,0.0
6593,St. Lucia,2005,473.0
6594,St. Vincent and the Grenadines,2005,261.0
6595,Sudan,2005,536000.0
6596,Suriname,2005,2580.0
6597,Sweden,2005,74600.0
6598,Switzerland,2005,55900.0
6599,Syria,2005,67600.0
6600,Tajikistan,2005,12200.0
6601,Tanzania,2005,270000.0
6602,Thailand,2005,364000.0
6603,Timor-Leste,2005,886.0
6604,Togo,2005,32100.0
6605,Tonga,2005,154.0
6606,Trinidad and Tobago,2005,43900.0
6607,Tunisia,2005,32200.0
6608,Turkey,2005,348000.0
6609,Turkmenistan,2005,79200.0
6610,Tuvalu,2005,5.04
6611,Uganda,2005,111000.0
6612,Ukraine,2005,435000.0
6613,United Arab Emirates,2005,143000.0
6614,United Kingdom,2005,659000.0
6615,United States,2005,7180000.0
6616,Uruguay,2005,32700.0
6617,Uzbekistan,2005,168000.0
6618,Vanuatu,2005,436.0
6619,Venezuela,2005,255000.0
6620,Vietnam,2005,233000.0
6621,Yemen,2005,32700.0
6622,Zambia,2005,396000.0
6623,Zimbabwe,2005,59900.0
6624,Afghanistan,2006,14800.0
6625,Albania,2006,8030.0
6626,Algeria,2006,152000.0
6627,Angola,2006,36400.0
6628,Antigua and Barbuda,2006,464.0
6629,Argentina,2006,374000.0
6630,Armenia,2006,8740.0
6631,Australia,2006,1120000.0
6632,Austria,2006,95600.0
6633,Azerbaijan,2006,48500.0
6634,Bahamas,2006,4010.0
6635,Bahrain,2006,25100.0
6636,Bangladesh,2006,155000.0
6637,Barbados,2006,0.0
6638,Belarus,2006,94500.0
6639,Belgium,2006,135000.0
6640,Belize,2006,1280.0
6641,Benin,2006,36400.0
6642,Bhutan,2006,1970.0
6643,Bolivia,2006,164000.0
6644,Bosnia and Herzegovina,2006,22800.0
6645,Botswana,2006,43500.0
6646,Brazil,2006,1620000.0
6647,Brunei,2006,13200.0
6648,Bulgaria,2006,69900.0
6649,Burkina Faso,2006,41400.0
6650,Burundi,2006,5550.0
6651,Cambodia,2006,102000.0
6652,Cameroon,2006,124000.0
6653,Canada,2006,895000.0
6654,Cape Verde,2006,0.0
6655,Central African Republic,2006,595000.0
6656,Chad,2006,128000.0
6657,Chile,2006,102000.0
6658,China,2006,8570000.0
6659,Colombia,2006,152000.0
6660,Comoros,2006,385.0
6661,"Congo, Dem. Rep.",2006,922000.0
6662,"Congo, Rep.",2006,38000.0
6663,Costa Rica,2006,10700.0
6664,Cote d'Ivoire,2006,27200.0
6665,Croatia,2006,30300.0
6666,Cuba,2006,45500.0
6667,Cyprus,2006,8760.0
6668,Czech Republic,2006,148000.0
6669,Denmark,2006,72800.0
6670,Djibouti,2006,2150.0
6671,Dominica,2006,191.0
6672,Dominican Republic,2006,29600.0
6673,Ecuador,2006,48500.0
6674,Egypt,2006,256000.0
6675,El Salvador,2006,11700.0
6676,Equatorial Guinea,2006,5690.0
6677,Eritrea,2006,4480.0
6678,Estonia,2006,19600.0
6679,Eswatini,2006,2650.0
6680,Ethiopia,2006,175000.0
6681,Fiji,2006,1950.0
6682,Finland,2006,88200.0
6683,France,2006,547000.0
6684,Gabon,2006,14000.0
6685,Gambia,2006,3750.0
6686,Georgia,2006,11800.0
6687,Germany,2006,995000.0
6688,Ghana,2006,104000.0
6689,Greece,2006,117000.0
6690,Grenada,2006,629.0
6691,Guatemala,2006,27000.0
6692,Guinea,2006,101000.0
6693,Guinea-Bissau,2006,10500.0
6694,Guyana,2006,4650.0
6695,Haiti,2006,8170.0
6696,Honduras,2006,16700.0
6697,Hungary,2006,75100.0
6698,Iceland,2006,4230.0
6699,India,2006,2230000.0
6700,Indonesia,2006,2380000.0
6701,Iran,2006,620000.0
6702,Iraq,2006,130000.0
6703,Ireland,2006,71500.0
6704,Israel,2006,73600.0
6705,Italy,2006,563000.0
6706,Jamaica,2006,14500.0
6707,Japan,2006,1430000.0
6708,Jordan,2006,22800.0
6709,Kazakhstan,2006,325000.0
6710,Kenya,2006,50000.0
6711,Kiribati,2006,0.0
6712,Kuwait,2006,87100.0
6713,Kyrgyz Republic,2006,10700.0
6714,Lao,2006,25100.0
6715,Latvia,2006,14100.0
6716,Lebanon,2006,16900.0
6717,Lesotho,2006,2160.0
6718,Liberia,2006,2480.0
6719,Libya,2006,71300.0
6720,Lithuania,2006,24100.0
6721,Luxembourg,2006,13500.0
6722,Madagascar,2006,107000.0
6723,Malawi,2006,15100.0
6724,Malaysia,2006,240000.0
6725,Maldives,2006,0.0
6726,Mali,2006,83600.0
6727,Malta,2006,3060.0
6728,Marshall Islands,2006,0.0
6729,Mauritania,2006,11500.0
6730,Mauritius,2006,0.0
6731,Mexico,2006,642000.0
6732,"Micronesia, Fed. Sts.",2006,0.0
6733,Moldova,2006,12200.0
6734,Mongolia,2006,37800.0
6735,Morocco,2006,71400.0
6736,Mozambique,2006,301000.0
6737,Myanmar,2006,199000.0
6738,Namibia,2006,37100.0
6739,Nepal,2006,30900.0
6740,Netherlands,2006,212000.0
6741,New Zealand,2006,83500.0
6742,Nicaragua,2006,15000.0
